data_array[0]: 3dcf08b6bf4a7ab9
data_array[1]: 0e4eadb76693b2a6
data_array[2]: d6589769f0701e68
data_array[3]: 7bbce3c2e389a498
data_array[4]: b653098f953a86de
data_array[5]: fc026b94739ce6bc
data_array[6]: a1c94489736c7209
data_array[7]: 952741b6ab8552e9
data_array[8]: 280e7d6bd82a6248
data_array[9]: 9ff39e16779c2ae3
data_array[10]: 8dbb5ba49912df90
data_array[11]: 4afa60826539c02e
data_array[12]: 8556b0a1aea2a442
data_array[13]: a0917090f1fd72db
data_array[14]: 2e02f57ff53a2450
data_array[15]: df818d1d37133c35
data_array[16]: 30586554d30e2431
data_array[17]: 968932c668a1d557
data_array[18]: ed848e38568bc356
data_array[19]: d6c726a567a4984a
data_array[20]: 924f823a9fa9d5ca
data_array[21]: fab384239d7af157
data_array[22]: 186d55cdffd13f47
data_array[23]: 0369c6b8137f91ed
data_array[24]: ece97215d6a2939c
data_array[25]: 2f013de7868a63e3
data_array[26]: 15e29ba84aaed27d
data_array[27]: 456892a8e5a8e22d
data_array[28]: 602804fd3b9b8b26
data_array[29]: 6d7f68705066b268
data_array[30]: f6f81a496237adba
data_array[31]: 5969c4b324dc20fc
data_array[32]: 72acbd0a4c9485cf
data_array[33]: b5cc427b5f43136f
data_array[34]: 19af8f9db91783f0
data_array[35]: 1fbd285063be8bb0
data_array[36]: fe2a988eb86c51ad
data_array[37]: a05ca9b0275d6dac
data_array[38]: 34e489044b5974ad
data_array[39]: 7904d5cbe518a314
data_array[40]: b5b45c09b6317127
data_array[41]: 6819b9baf9dd1149
data_array[42]: 90e717fc32b3732e
data_array[43]: 7cfffad506f5ffbb
data_array[44]: 56ab668d7532b16b
data_array[45]: f01aea41b2d08877
data_array[46]: a06a09e55922cddd
data_array[47]: 45db26da5ea6df89
data_array[48]: ec3b667464bb0dd7
data_array[49]: d31fb9762f9e8bee
data_array[50]: 558c16cc6bacc206
data_array[51]: b0960fd950b432f6
data_array[52]: 257dd0b71195511d
data_array[53]: 5ba5f4d552551c5c
data_array[54]: 5ed8d36883475237
data_array[55]: 3990459c5f2f0c86
data_array[56]: 527348f5ce4b2516
data_array[57]: f41549bd39a44864
data_array[58]: b5e34faf84775c1b
data_array[59]: eeb224d7f894925c
data_array[60]: 2a11afc5bfbcfd4a
data_array[61]: 1ba978ffb563b678
data_array[62]: 4bb982ef841fa054
data_array[63]: bd5b76736cc44e95
