PERF_COUNT_HW_CPU_CYCLES,PERF_COUNT_HW_USER_INSTRUCTIONS,PERF_COUNT_HW_KERNEL_INSTRUCTIONS,PERF_COUNT_SW_PAGE_FAULTS,PERF_COUNT_HW_CACHE_DTLB_MISS,PERF_COUNT_HW_CACHE_L1D_ACCESS,PERF_COUNT_HW_CACHE_L1D_MISS,PERF_COUNT_HW_CACHE_L3_ACCESS,PERF_COUNT_HW_CACHE_L3_MISS,
261737,399487,15249,0,13,52229,140274763990472,140274764040169,550,
255947,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255459,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255446,394141,15258,0,13,51612,140274763990472,140274764040169,550,
258018,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255473,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255195,394141,15258,0,13,51612,140274763990472,140274764040169,550,
257822,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255543,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255400,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255465,394141,15258,0,13,51612,140274763990472,140274764040169,550,
257861,399487,15258,0,13,52232,140274763990472,140274764040169,550,
258133,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255846,394141,15258,0,13,51612,140274763990472,140274764040169,550,
257881,399487,15258,0,13,52232,140274763990472,140274764040169,550,
258139,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255509,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255456,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255754,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255144,394141,15258,0,13,51612,140274763990472,140274764040169,550,
257884,399487,15258,0,13,52232,140274763990472,140274764040169,550,
257895,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255542,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255540,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255505,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255304,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255487,394141,15258,0,13,51612,140274763990472,140274764040169,550,
257991,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255541,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255739,394141,15258,0,13,51612,140274763990472,140274764040169,550,
257846,399487,15258,0,13,52232,140274763990472,140274764040169,550,
257924,399487,15258,0,13,52232,140274763990472,140274764040169,550,
259634,394141,15258,0,13,51612,140274763990472,140274764040169,550,
258279,399487,15258,0,13,52232,140274763990472,140274764040169,550,
258409,399487,15258,0,13,52232,140274763990472,140274764040169,550,
258437,399487,15258,0,13,52232,140274763990472,140274764040169,550,
256154,394141,15258,0,13,51612,140274763990472,140274764040169,550,
258405,399487,15258,0,13,52232,140274763990472,140274764040169,550,
255584,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255714,394141,15258,0,13,51612,140274763990472,140274764040169,550,
255935,394141,15258,0,13,51612,140274763990472,140274764040169,550,
258560,399487,15258,0,13,52232,140274763990472,140274764040169,550,
258373,399487,15258,0,13,52232,140274763990472,140274764040169,550,
